"ID","lon","lat","ele","time"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908901479,12.1066187695,"9.27","2021-06-29T21:08:48Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908872981,12.1065942105,"8.31","2021-06-29T21:08:58Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908981107,12.1065770276,"7.83","2021-06-29T21:09:09Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.290874809,12.1065847389,"8.31","2021-06-29T21:09:18Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908651698,12.1065632813,"8.79","2021-06-29T21:09:27Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908687741,12.1065604314,"7.35","2021-06-29T21:09:37Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908670139,12.1065819729,"6.39","2021-06-29T21:09:47Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908657566,12.1065632813,"6.87","2021-06-29T21:09:54Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2908763178,12.1065595932,"5.91","2021-06-29T21:10:04Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.290872043,12.1065649576,"5.42","2021-06-29T21:10:14Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909008767,12.1065764409,"5.42","2021-06-29T21:10:26Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909055706,12.1065677237,"4.46","2021-06-29T21:10:34Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909230888,12.1065807994,"3.98","2021-06-29T21:10:41Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909114379,12.1065729205,"3.98","2021-06-29T21:10:49Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909168862,12.1065611858,"3.98","2021-06-29T21:10:59Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.290932728,12.1065509599,"4.94","2021-06-29T21:11:10Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.290943373,12.1065854933,"4.46","2021-06-29T21:11:19Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909402717,12.1065617725,"4.46","2021-06-29T21:11:27Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909483183,12.1065854933,"3.98","2021-06-29T21:11:34Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909349073,12.1065797098,"3.98","2021-06-29T21:11:42Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909332309,12.1065791231,"0.62","2021-06-29T21:11:50Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909322251,12.1065765247,"3.98","2021-06-29T21:11:53Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909323927,12.1065739263,"3.98","2021-06-29T21:11:54Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909439597,12.1065491159,"4.46","2021-06-29T21:12:04Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909385115,12.1065468527,"3.98","2021-06-29T21:12:13Z"
"CCAP_2021-06-29_171218_Krista_Baseline_1530-1800.gpx",-68.2909402717,12.1065533068,"3.02","2021-06-29T21:12:18Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908221707,12.1064214595,"1.58","2021-06-29T21:15:40Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.290831726,12.1064269077,"-21.49","2021-06-29T21:15:44Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.290833151,12.10642213,"23.69","2021-06-29T21:15:45Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908354141,12.1064168494,"28.02","2021-06-29T21:15:46Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908358332,12.1064111497,"31.86","2021-06-29T21:15:47Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908353303,12.1064099763,"35.71","2021-06-29T21:15:48Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908334862,12.1064121556,"39.07","2021-06-29T21:15:49Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908345759,12.1064119041,"43.88","2021-06-29T21:15:50Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908303011,12.1064207051,"48.20","2021-06-29T21:15:52Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908281218,12.1064271592,"51.57","2021-06-29T21:15:54Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908295467,12.1064316854,"54.93","2021-06-29T21:15:56Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908272836,12.1064285003,"59.74","2021-06-29T21:15:59Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908258587,12.1064280812,"59.74","2021-06-29T21:16:00Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908163872,12.1064245608,"62.62","2021-06-29T21:16:02Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908139564,12.1064217947,"63.58","2021-06-29T21:16:04Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908253558,12.1064000856,"65.51","2021-06-29T21:16:06Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908227574,12.1064072102,"65.03","2021-06-29T21:16:07Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908136211,12.1064148378,"66.47","2021-06-29T21:16:13Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908212487,12.1064077131,"66.95","2021-06-29T21:16:27Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908159681,12.106442498,"67.43","2021-06-29T21:16:37Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908380125,12.1064442582,"65.99","2021-06-29T21:16:47Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908284571,12.1064492874,"65.03","2021-06-29T21:16:56Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908321451,12.1064224653,"64.07","2021-06-29T21:17:05Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908334024,12.1064258181,"63.58","2021-06-29T21:17:15Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908321451,12.1064456832,"63.58","2021-06-29T21:17:25Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908325642,12.1064544842,"63.58","2021-06-29T21:17:36Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908509206,12.1064586751,"63.10","2021-06-29T21:17:46Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908469811,12.1064577531,"63.10","2021-06-29T21:17:55Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908542734,12.106457334,"62.62","2021-06-29T21:18:03Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.290863242,12.1064471919,"62.14","2021-06-29T21:18:13Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908648346,12.106462447,"62.14","2021-06-29T21:18:24Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908620685,12.1064584237,"62.14","2021-06-29T21:18:33Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908688579,12.1064663865,"61.66","2021-06-29T21:18:43Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909095939,12.10647678,"60.70","2021-06-29T21:18:55Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909036428,12.106463369,"60.22","2021-06-29T21:19:03Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908882201,12.1064641234,"60.22","2021-06-29T21:19:12Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908900641,12.1064683981,"59.74","2021-06-29T21:19:22Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908966858,12.1064764448,"59.26","2021-06-29T21:19:32Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909104321,12.1064956393,"59.74","2021-06-29T21:19:40Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.290890567,12.1064785402,"60.22","2021-06-29T21:19:48Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908954285,12.1064676438,"60.22","2021-06-29T21:19:58Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908883039,12.1064385585,"59.26","2021-06-29T21:20:06Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908929978,12.1064378042,"59.26","2021-06-29T21:20:14Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908944227,12.1064435039,"58.30","2021-06-29T21:20:23Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909015473,12.1064317692,"57.82","2021-06-29T21:20:33Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.290899368,12.1064331103,"57.34","2021-06-29T21:20:40Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909028884,12.1064259857,"56.86","2021-06-29T21:20:51Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909064926,12.1064357087,"55.89","2021-06-29T21:21:01Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2909017149,12.1064574178,"55.89","2021-06-29T21:21:10Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908991165,12.1064548194,"56.37","2021-06-29T21:21:20Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908924948,12.1064463537,"56.86","2021-06-29T21:21:31Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908818498,12.1064498741,"56.86","2021-06-29T21:21:40Z"
"CCAP_2021-06-29_173609_Krista_Baseline_1530-1800.gpx",-68.2908759825,12.1064368822,"56.86","2021-06-29T21:21:50Z"
